sales_id,store_id,sku_id,week,units_sold,price,revenue,promo_active,expected_units
2637,1009,KEL005,2024-06-09,6,5.49,32.94,False,6.04
2638,1009,KEL005,2024-06-16,6,5.49,32.94,False,6.04
2639,1009,KEL005,2024-06-23,5,5.49,27.45,False,6.04
2640,1009,KEL005,2024-06-30,5,5.49,27.45,False,6.04
2641,1009,KEL006,2024-03-17,4,5.99,23.96,False,4.78
2642,1009,KEL006,2024-03-24,4,5.99,23.96,False,4.78
2643,1009,KEL006,2024-03-31,4,5.99,23.96,False,4.78
2644,1009,KEL006,2024-04-07,5,5.99,29.95,False,4.78
2645,1009,KEL006,2024-04-14,5,5.99,29.95,False,4.78
2646,1009,KEL006,2024-04-21,5,5.99,29.95,False,4.78
2647,1009,KEL006,2024-04-28,4,5.99,23.96,False,4.78
2648,1009,KEL006,2024-05-05,4,5.99,23.96,False,4.78
2649,1009,KEL006,2024-05-12,4,5.99,23.96,False,4.78
2650,1009,KEL006,2024-05-19,4,5.99,23.96,False,4.78
2651,1009,KEL006,2024-05-26,4,5.99,23.96,False,4.78
2652,1009,KEL006,2024-06-02,4,5.99,23.96,False,4.78
2653,1009,KEL006,2024-06-09,4,5.99,23.96,False,4.78
2654,1009,KEL006,2024-06-16,4,5.99,23.96,False,4.78
2655,1009,KEL006,2024-06-23,4,5.99,23.96,False,4.78
2656,1009,KEL006,2024-06-30,5,5.99,29.95,False,4.78
2657,1009,KEL007,2024-03-17,3,6.49,19.47,False,4.55
2658,1009,KEL007,2024-03-24,3,6.49,19.47,False,4.55
2659,1009,KEL007,2024-03-31,3,6.49,19.47,False,4.55
2660,1009,KEL007,2024-04-07,3,6.49,19.47,False,4.55
2661,1009,KEL007,2024-04-14,3,6.49,19.47,False,4.55
2662,1009,KEL007,2024-04-21,4,6.49,25.96,False,4.55
2663,1009,KEL007,2024-04-28,3,6.49,19.47,False,4.55
2664,1009,KEL007,2024-05-05,3,6.49,19.47,False,4.55
2665,1009,KEL007,2024-05-12,3,6.49,19.47,False,4.55
2666,1009,KEL007,2024-05-19,3,6.49,19.47,False,4.55
2667,1009,KEL007,2024-05-26,3,6.49,19.47,False,4.55
2668,1009,KEL007,2024-06-02,3,6.49,19.47,False,4.55
2669,1009,KEL007,2024-06-09,3,6.49,19.47,False,4.55
2670,1009,KEL007,2024-06-16,4,6.49,25.96,False,4.55
2671,1009,KEL007,2024-06-23,3,6.49,19.47,False,4.55
2672,1009,KEL007,2024-06-30,3,6.49,19.47,False,4.55
2673,1009,KEL008,2024-03-17,5,5.99,29.95,False,5.73
2674,1009,KEL008,2024-03-24,4,5.99,23.96,False,5.73
2675,1009,KEL008,2024-03-31,4,5.99,23.96,False,5.73
2676,1009,KEL008,2024-04-07,5,5.99,29.95,False,5.73
2677,1009,KEL008,2024-04-14,5,5.99,29.95,False,5.73
2678,1009,KEL008,2024-04-21,4,5.99,23.96,False,5.73
2679,1009,KEL008,2024-04-28,4,5.99,23.96,False,5.73
2680,1009,KEL008,2024-05-05,5,5.99,29.95,False,5.73
2681,1009,KEL008,2024-05-12,4,5.99,23.96,False,5.73
2682,1009,KEL008,2024-05-19,5,5.99,29.95,False,5.73
2683,1009,KEL008,2024-05-26,5,5.99,29.95,False,5.73
2684,1009,KEL008,2024-06-02,4,5.99,23.96,False,5.73
2685,1009,KEL008,2024-06-09,4,5.99,23.96,False,5.73
2686,1009,KEL008,2024-06-16,5,5.99,29.95,False,5.73
2687,1009,KEL008,2024-06-23,4,5.99,23.96,False,5.73
2688,1009,KEL008,2024-06-30,5,5.99,29.95,False,5.73
2689,1009,KEL009,2024-03-17,10,4.99,49.9,True,9.06
2690,1009,KEL009,2024-03-24,9,4.99,44.91,True,9.06
2691,1009,KEL009,2024-03-31,7,4.99,34.93,True,9.06
2692,1009,KEL009,2024-04-07,9,4.99,44.91,True,9.06
2693,1009,KEL009,2024-04-14,6,4.99,29.94,False,5.33
2694,1009,KEL009,2024-04-21,6,4.99,29.94,False,5.33
2695,1009,KEL009,2024-04-28,4,4.99,19.96,False,5.33
2696,1009,KEL009,2024-05-05,4,4.99,19.96,False,5.33
2697,1009,KEL009,2024-05-12,5,4.99,24.95,False,5.33
2698,1009,KEL009,2024-05-19,5,4.99,24.95,False,5.33
2699,1009,KEL009,2024-05-26,5,4.99,24.95,False,5.33
2700,1009,KEL009,2024-06-02,4,4.99,19.96,False,4.53
2701,1009,KEL009,2024-06-09,4,4.99,19.96,False,4.53
2702,1009,KEL009,2024-06-16,4,4.99,19.96,False,4.53
2703,1009,KEL009,2024-06-23,4,4.99,19.96,False,4.53
2704,1009,KEL009,2024-06-30,4,4.99,19.96,False,4.53
2705,1009,KEL010,2024-03-17,5,4.49,22.45,False,5.68
2706,1009,KEL010,2024-03-24,6,4.49,26.94,False,5.68
2707,1009,KEL010,2024-03-31,5,4.49,22.45,False,5.68
2708,1009,KEL010,2024-04-07,6,4.49,26.94,False,5.68
2709,1009,KEL010,2024-04-14,6,4.49,26.94,False,5.68
2710,1009,KEL010,2024-04-21,6,4.49,26.94,False,5.68
2711,1009,KEL010,2024-04-28,5,4.49,22.45,False,5.68
2712,1009,KEL010,2024-05-05,6,4.49,26.94,False,5.68
2713,1009,KEL010,2024-05-12,5,4.49,22.45,False,5.68
2714,1009,KEL010,2024-05-19,5,4.49,22.45,False,5.68
2715,1009,KEL010,2024-05-26,5,4.49,22.45,False,5.68
2716,1009,KEL010,2024-06-02,4,4.49,17.96,False,4.83
2717,1009,KEL010,2024-06-09,4,4.49,17.96,False,4.83
2718,1009,KEL010,2024-06-16,4,4.49,17.96,False,4.83
2719,1009,KEL010,2024-06-23,5,4.49,22.45,False,4.83
2720,1009,KEL010,2024-06-30,4,4.49,17.96,False,4.83
2721,1009,KEL011,2024-03-17,6,5.49,32.94,False,6.04
2722,1009,KEL011,2024-03-24,6,5.49,32.94,False,6.04
2723,1009,KEL011,2024-03-31,6,5.49,32.94,False,6.04
2724,1009,KEL011,2024-04-07,7,5.49,38.43,False,6.04
2725,1009,KEL011,2024-04-14,6,5.49,32.94,False,6.04
2726,1009,KEL011,2024-04-21,6,5.49,32.94,False,6.04
2727,1009,KEL011,2024-04-28,6,5.49,32.94,False,6.04
2728,1009,KEL011,2024-05-05,6,5.49,32.94,False,6.04
2729,1009,KEL011,2024-05-12,5,5.49,27.45,False,6.04
2730,1009,KEL011,2024-05-19,5,5.49,27.45,False,6.04
2731,1009,KEL011,2024-05-26,6,5.49,32.94,False,6.04
2732,1009,KEL011,2024-06-02,5,5.49,27.45,False,5.14
2733,1009,KEL011,2024-06-09,5,5.49,27.45,False,5.14
2734,1009,KEL011,2024-06-16,5,5.49,27.45,False,5.14
2735,1009,KEL011,2024-06-23,5,5.49,27.45,False,5.14
2736,1009,KEL011,2024-06-30,5,5.49,27.45,False,5.14
2737,1009,KEL012,2024-03-17,0,4.99,0.0,False,6.4
2738,1009,KEL012,2024-03-24,0,4.99,0.0,False,6.4
2739,1009,KEL012,2024-03-31,0,4.99,0.0,False,6.4
2740,1009,KEL012,2024-04-07,0,4.99,0.0,False,6.4
2741,1009,KEL012,2024-04-14,0,4.99,0.0,False,6.4
2742,1009,KEL012,2024-04-21,0,4.99,0.0,False,6.4
2743,1009,KEL012,2024-04-28,0,4.99,0.0,False,6.4
2744,1009,KEL012,2024-05-05,0,4.99,0.0,False,6.4
2745,1009,KEL012,2024-05-12,0,4.99,0.0,True,8.96
2746,1009,KEL012,2024-05-19,0,4.99,0.0,True,8.96
2747,1009,KEL012,2024-05-26,0,4.99,0.0,True,8.96
2748,1009,KEL012,2024-06-02,0,4.99,0.0,True,8.96
2749,1009,KEL012,2024-06-09,0,4.99,0.0,True,8.96
2750,1009,KEL012,2024-06-16,0,4.99,0.0,False,6.4
2751,1009,KEL012,2024-06-23,0,4.99,0.0,False,6.4
2752,1009,KEL012,2024-06-30,0,4.99,0.0,False,6.4
2753,1009,KEL013,2024-03-17,0,4.49,0.0,True,12.24
2754,1009,KEL013,2024-03-24,0,4.49,0.0,True,12.57
2755,1009,KEL013,2024-03-31,0,4.49,0.0,True,12.94
2756,1009,KEL013,2024-04-07,0,4.49,0.0,False,6.99
2757,1009,KEL013,2024-04-14,0,4.49,0.0,False,7.44
2758,1009,KEL013,2024-04-21,0,4.49,0.0,False,7.02
2759,1009,KEL013,2024-04-28,0,4.49,0.0,False,6.89
2760,1009,KEL013,2024-05-05,0,4.49,0.0,False,6.97
2761,1009,KEL013,2024-05-12,0,4.49,0.0,False,6.26
2762,1009,KEL013,2024-05-19,0,4.49,0.0,False,6.56
2763,1009,KEL013,2024-05-26,0,4.49,0.0,False,6.4
2764,1009,KEL013,2024-06-02,0,4.49,0.0,False,7.45
2765,1009,KEL013,2024-06-09,0,4.49,0.0,False,7.42
2766,1009,KEL013,2024-06-16,0,4.49,0.0,False,6.43
2767,1009,KEL013,2024-06-23,0,4.49,0.0,False,6.42
2768,1009,KEL013,2024-06-30,0,4.49,0.0,False,6.93
2769,1009,KEL014,2024-03-17,7,4.49,31.43,False,7.38
2770,1009,KEL014,2024-03-24,6,4.49,26.94,False,6.63
2771,1009,KEL014,2024-03-31,6,4.49,26.94,False,7.43
2772,1009,KEL014,2024-04-07,8,4.49,35.92,False,7.21
2773,1009,KEL014,2024-04-14,7,4.49,31.43,False,6.95
2774,1009,KEL014,2024-04-21,7,4.49,31.43,False,6.22
2775,1009,KEL014,2024-04-28,6,4.49,26.94,False,6.82
2776,1009,KEL014,2024-05-05,6,4.49,26.94,False,6.25
2777,1009,KEL014,2024-05-12,5,4.49,22.45,False,6.54
2778,1009,KEL014,2024-05-19,6,4.49,26.94,False,6.71
2779,1009,KEL014,2024-05-26,6,4.49,26.94,False,6.97
2780,1009,KEL014,2024-06-02,5,4.49,22.45,False,6.18
2781,1009,KEL014,2024-06-09,6,4.49,26.94,False,6.33
2782,1009,KEL014,2024-06-16,6,4.49,26.94,False,6.84
2783,1009,KEL014,2024-06-23,7,4.49,31.43,False,7.5
2784,1009,KEL014,2024-06-30,6,4.49,26.94,False,7.13
2785,1009,KEL015,2024-03-17,0,4.49,0.0,False,5.87
2786,1009,KEL015,2024-03-24,0,4.49,0.0,True,9.21
2787,1009,KEL015,2024-03-31,0,4.49,0.0,True,10.58
2788,1009,KEL015,2024-04-07,0,4.49,0.0,True,9.16
2789,1009,KEL015,2024-04-14,0,4.49,0.0,True,9.63
2790,1009,KEL015,2024-04-21,0,4.49,0.0,False,5.85
2791,1009,KEL015,2024-04-28,0,4.49,0.0,False,5.23
2792,1009,KEL015,2024-05-05,0,4.49,0.0,False,6.0
2793,1009,KEL015,2024-05-12,0,4.49,0.0,False,5.65
2794,1009,KEL015,2024-05-19,0,4.49,0.0,False,6.01
2795,1009,KEL015,2024-05-26,0,4.49,0.0,False,5.94
2796,1009,KEL015,2024-06-02,0,4.49,0.0,False,5.84
2797,1009,KEL015,2024-06-09,0,4.49,0.0,False,6.17
2798,1009,KEL015,2024-06-16,0,4.49,0.0,False,5.99
2799,1009,KEL015,2024-06-23,0,4.49,0.0,False,5.27
2800,1009,KEL015,2024-06-30,0,4.49,0.0,False,5.34
2801,1009,KEL016,2024-03-17,4,4.49,17.96,False,6.85
2802,1009,KEL016,2024-03-24,8,4.49,35.92,True,12.1
2803,1009,KEL016,2024-03-31,7,4.49,31.43,True,11.73
2804,1009,KEL016,2024-04-07,8,4.49,35.92,True,12.49
2805,1009,KEL016,2024-04-14,7,4.49,31.43,True,10.96
2806,1009,KEL016,2024-04-21,5,4.49,22.45,False,7.14
2807,1009,KEL016,2024-04-28,4,4.49,17.96,False,6.15
2808,1009,KEL016,2024-05-05,4,4.49,17.96,False,6.6
2809,1009,KEL016,2024-05-12,4,4.49,17.96,False,7.25
2810,1009,KEL016,2024-05-19,4,4.49,17.96,False,6.63
2811,1009,KEL016,2024-05-26,4,4.49,17.96,False,6.69
2812,1009,KEL016,2024-06-02,4,4.49,17.96,False,6.97
2813,1009,KEL016,2024-06-09,4,4.49,17.96,False,7.47
2814,1009,KEL016,2024-06-16,5,4.49,22.45,False,7.48
2815,1009,KEL016,2024-06-23,5,4.49,22.45,False,7.17
2816,1009,KEL016,2024-06-30,4,4.49,17.96,False,7.11
2817,1009,KEL017,2024-03-17,4,6.99,27.96,False,4.93
2818,1009,KEL017,2024-03-24,4,6.99,27.96,False,5.58
2819,1009,KEL017,2024-03-31,4,6.99,27.96,False,4.87
2820,1009,KEL017,2024-04-07,5,6.99,34.95,False,5.48
2821,1009,KEL017,2024-04-14,5,6.99,34.95,False,5.04
2822,1009,KEL017,2024-04-21,5,6.99,34.95,False,5.38
2823,1009,KEL017,2024-04-28,5,6.99,34.95,False,5.39
2824,1009,KEL017,2024-05-05,4,6.99,27.96,False,4.86
2825,1009,KEL017,2024-05-12,4,6.99,27.96,False,5.0
2826,1009,KEL017,2024-05-19,5,6.99,34.95,False,5.64
2827,1009,KEL017,2024-05-26,5,6.99,34.95,False,5.33
2828,1009,KEL017,2024-06-02,4,6.99,27.96,False,5.16
2829,1009,KEL017,2024-06-09,7,6.99,48.93,True,9.1
2830,1009,KEL017,2024-06-16,10,6.99,69.9,True,10.91
2831,1009,KEL017,2024-06-23,8,6.99,55.92,True,9.63
2832,1009,KEL017,2024-06-30,4,6.99,27.96,False,5.38
2833,1009,KEL018,2024-03-17,6,2.99,17.94,False,7.25
2834,1009,KEL018,2024-03-24,6,2.99,17.94,False,7.25
2835,1009,KEL018,2024-03-31,6,2.99,17.94,False,7.25
2836,1009,KEL018,2024-04-07,8,2.99,23.92,False,7.25
2837,1009,KEL018,2024-04-14,7,2.99,20.93,False,7.25
2838,1009,KEL018,2024-04-21,8,2.99,23.92,False,7.25
2839,1009,KEL018,2024-04-28,6,2.99,17.94,False,7.25
2840,1009,KEL018,2024-05-05,7,2.99,20.93,False,7.25
2841,1009,KEL018,2024-05-12,6,2.99,17.94,False,7.25
2842,1009,KEL018,2024-05-19,6,2.99,17.94,False,7.25
2843,1009,KEL018,2024-05-26,7,2.99,20.93,False,7.25
2844,1009,KEL018,2024-06-02,5,2.99,14.95,False,6.16
2845,1009,KEL018,2024-06-09,6,2.99,17.94,False,6.16
2846,1009,KEL018,2024-06-16,6,2.99,17.94,False,6.16
2847,1009,KEL018,2024-06-23,5,2.99,14.95,False,6.16
2848,1009,KEL018,2024-06-30,5,2.99,14.95,False,6.16
2849,1009,KEL019,2024-03-17,9,2.49,22.41,False,9.71
2850,1009,KEL019,2024-03-24,9,2.49,22.41,False,9.71
2851,1009,KEL019,2024-03-31,10,2.49,24.9,False,9.71
2852,1009,KEL019,2024-04-07,11,2.49,27.39,False,9.71
2853,1009,KEL019,2024-04-14,11,2.49,27.39,False,9.71
2854,1009,KEL019,2024-04-21,11,2.49,27.39,False,9.71
2855,1009,KEL019,2024-04-28,8,2.49,19.92,False,9.71
2856,1009,KEL019,2024-05-05,9,2.49,22.41,False,9.71
2857,1009,KEL019,2024-05-12,10,2.49,24.9,False,9.71
2858,1009,KEL019,2024-05-19,10,2.49,24.9,False,9.71
2859,1009,KEL019,2024-05-26,10,2.49,24.9,False,9.71
2860,1009,KEL019,2024-06-02,10,2.49,24.9,False,9.71
2861,1009,KEL019,2024-06-09,10,2.49,24.9,False,9.71
2862,1009,KEL019,2024-06-16,9,2.49,22.41,False,9.71
2863,1009,KEL019,2024-06-23,9,2.49,22.41,False,9.71
2864,1009,KEL019,2024-06-30,10,2.49,24.9,False,9.71
2865,1009,KEL020,2024-03-17,5,6.99,34.95,False,5.23
2866,1009,KEL020,2024-03-24,5,6.99,34.95,False,5.23
2867,1009,KEL020,2024-03-31,4,6.99,27.96,False,5.23
2868,1009,KEL020,2024-04-07,5,6.99,34.95,False,5.23
2869,1009,KEL020,2024-04-14,6,6.99,41.94,False,5.23
2870,1009,KEL020,2024-04-21,5,6.99,34.95,False,5.23
2871,1009,KEL020,2024-04-28,5,6.99,34.95,False,5.23
2872,1009,KEL020,2024-05-05,5,6.99,34.95,False,5.23
2873,1009,KEL020,2024-05-12,5,6.99,34.95,False,5.23
2874,1009,KEL020,2024-05-19,5,6.99,34.95,False,5.23
2875,1009,KEL020,2024-05-26,4,6.99,27.96,False,5.23
2876,1009,KEL020,2024-06-02,5,6.99,34.95,False,5.23
2877,1009,KEL020,2024-06-09,5,6.99,34.95,False,5.23
2878,1009,KEL020,2024-06-16,5,6.99,34.95,False,5.23
2879,1009,KEL020,2024-06-23,5,6.99,34.95,False,5.23
2880,1009,KEL020,2024-06-30,6,6.99,41.94,False,5.23
2881,1010,KEL001,2024-03-17,10,5.49,54.9,False,10.77
2882,1010,KEL001,2024-03-24,9,5.49,49.41,False,10.77
2883,1010,KEL001,2024-03-31,12,5.49,65.88,False,10.77
2884,1010,KEL001,2024-04-07,11,5.49,60.39,False,10.77
2885,1010,KEL001,2024-04-14,11,5.49,60.39,False,10.77
2886,1010,KEL001,2024-04-21,9,5.49,49.41,False,10.77
2887,1010,KEL001,2024-04-28,9,5.49,49.41,False,10.77
2888,1010,KEL001,2024-05-05,13,5.49,71.37,False,10.77
2889,1010,KEL001,2024-05-12,13,5.49,71.37,False,10.77
2890,1010,KEL001,2024-05-19,12,5.49,65.88,False,10.77
2891,1010,KEL001,2024-05-26,8,5.49,43.92,False,10.77
2892,1010,KEL001,2024-06-02,11,5.49,60.39,False,10.77
2893,1010,KEL001,2024-06-09,10,5.49,54.9,False,10.77
2894,1010,KEL001,2024-06-16,9,5.49,49.41,False,10.77
2895,1010,KEL001,2024-06-23,10,5.49,54.9,False,10.77
2896,1010,KEL001,2024-06-30,11,5.49,60.39,False,10.77
2897,1010,KEL002,2024-03-17,8,5.99,47.92,False,8.52
2898,1010,KEL002,2024-03-24,6,5.99,35.94,False,8.52
2899,1010,KEL002,2024-03-31,11,5.99,65.89,False,8.52
2900,1010,KEL002,2024-04-07,8,5.99,47.92,False,8.52
2901,1010,KEL002,2024-04-14,9,5.99,53.91,False,8.52
2902,1010,KEL002,2024-04-21,7,5.99,41.93,False,8.52
2903,1010,KEL002,2024-04-28,7,5.99,41.93,False,8.52
2904,1010,KEL002,2024-05-05,10,5.99,59.9,False,8.52
2905,1010,KEL002,2024-05-12,9,5.99,53.91,False,8.52
2906,1010,KEL002,2024-05-19,10,5.99,59.9,False,8.52
2907,1010,KEL002,2024-05-26,12,5.99,71.88,True,12.78
2908,1010,KEL002,2024-06-02,11,5.99,65.89,True,12.78
2909,1010,KEL002,2024-06-09,10,5.99,59.9,True,12.78
2910,1010,KEL002,2024-06-16,11,5.99,65.89,True,12.78
2911,1010,KEL002,2024-06-23,11,5.99,65.89,True,12.78
2912,1010,KEL002,2024-06-30,7,5.99,41.93,False,8.52
2913,1010,KEL003,2024-03-17,9,6.49,58.41,False,9.74
2914,1010,KEL003,2024-03-24,10,6.49,64.9,False,9.74
2915,1010,KEL003,2024-03-31,12,6.49,77.88,False,9.74
2916,1010,KEL003,2024-04-07,11,6.49,71.39,False,9.74
2917,1010,KEL003,2024-04-14,11,6.49,71.39,False,9.74
2918,1010,KEL003,2024-04-21,10,6.49,64.9,False,9.74
2919,1010,KEL003,2024-04-28,9,6.49,58.41,False,9.74
2920,1010,KEL003,2024-05-05,13,6.49,84.37,False,9.74
2921,1010,KEL003,2024-05-12,14,6.49,90.86,False,9.74
2922,1010,KEL003,2024-05-19,13,6.49,84.37,False,9.74
2923,1010,KEL003,2024-05-26,9,6.49,58.41,False,9.74
2924,1010,KEL003,2024-06-02,8,6.49,51.92,False,8.28
2925,1010,KEL003,2024-06-09,8,6.49,51.92,False,8.28
2926,1010,KEL003,2024-06-16,8,6.49,51.92,False,8.28
2927,1010,KEL003,2024-06-23,8,6.49,51.92,False,8.28
2928,1010,KEL003,2024-06-30,9,6.49,58.41,False,8.28
2929,1010,KEL004,2024-03-17,10,5.99,59.9,False,10.22
2930,1010,KEL004,2024-03-24,9,5.99,53.91,False,10.22
2931,1010,KEL004,2024-03-31,13,5.99,77.87,False,10.22
2932,1010,KEL004,2024-04-07,12,5.99,71.88,False,10.22
2933,1010,KEL004,2024-04-14,12,5.99,71.88,False,10.22
2934,1010,KEL004,2024-04-21,10,5.99,59.9,False,10.22
2935,1010,KEL004,2024-04-28,9,5.99,53.91,False,10.22
2936,1010,KEL004,2024-05-05,14,5.99,83.86,False,10.22
2937,1010,KEL004,2024-05-12,13,5.99,77.87,False,10.22
2938,1010,KEL004,2024-05-19,12,5.99,71.88,False,10.22
2939,1010,KEL004,2024-05-26,9,5.99,53.91,False,10.22
2940,1010,KEL004,2024-06-02,9,5.99,53.91,False,10.22
2941,1010,KEL004,2024-06-09,10,5.99,59.9,False,10.22
2942,1010,KEL004,2024-06-16,10,5.99,59.9,False,10.22
2943,1010,KEL004,2024-06-23,10,5.99,59.9,False,10.22
2944,1010,KEL004,2024-06-30,9,5.99,53.91,False,10.22
2945,1010,KEL005,2024-03-17,9,5.49,49.41,False,10.77
2946,1010,KEL005,2024-03-24,8,5.49,43.92,False,10.77
2947,1010,KEL005,2024-03-31,10,5.49,54.9,False,10.77
2948,1010,KEL005,2024-04-07,11,5.49,60.39,False,10.77
2949,1010,KEL005,2024-04-14,11,5.49,60.39,False,10.77
2950,1010,KEL005,2024-04-21,10,5.49,54.9,False,10.77
2951,1010,KEL005,2024-04-28,10,5.49,54.9,False,10.77
2952,1010,KEL005,2024-05-05,13,5.49,71.37,False,10.77
2953,1010,KEL005,2024-05-12,14,5.49,76.86,False,10.77
2954,1010,KEL005,2024-05-19,12,5.49,65.88,False,10.77
2955,1010,KEL005,2024-05-26,10,5.49,54.9,False,10.77
2956,1010,KEL005,2024-06-02,10,5.49,54.9,False,10.77
2957,1010,KEL005,2024-06-09,10,5.49,54.9,False,10.77
2958,1010,KEL005,2024-06-16,10,5.49,54.9,False,10.77
2959,1010,KEL005,2024-06-23,10,5.49,54.9,False,10.77
2960,1010,KEL005,2024-06-30,9,5.49,49.41,False,10.77
2961,1010,KEL006,2024-03-17,9,5.99,53.91,False,10.22
2962,1010,KEL006,2024-03-24,10,5.99,59.9,False,10.22
2963,1010,KEL006,2024-03-31,10,5.99,59.9,False,10.22
2964,1010,KEL006,2024-04-07,13,5.99,77.87,False,10.22
2965,1010,KEL006,2024-04-14,12,5.99,71.88,False,10.22
2966,1010,KEL006,2024-04-21,9,5.99,53.91,False,10.22
2967,1010,KEL006,2024-04-28,9,5.99,53.91,False,10.22
2968,1010,KEL006,2024-05-05,15,5.99,89.85,False,10.22
2969,1010,KEL006,2024-05-12,14,5.99,83.86,False,10.22
2970,1010,KEL006,2024-05-19,13,5.99,77.87,False,10.22
2971,1010,KEL006,2024-05-26,10,5.99,59.9,False,10.22
2972,1010,KEL006,2024-06-02,9,5.99,53.91,False,10.22
2973,1010,KEL006,2024-06-09,10,5.99,59.9,False,10.22
2974,1010,KEL006,2024-06-16,9,5.99,53.91,False,10.22
2975,1010,KEL006,2024-06-23,10,5.99,59.9,False,10.22
2976,1010,KEL006,2024-06-30,11,5.99,65.89,False,10.22
2977,1010,KEL007,2024-03-17,9,6.49,58.41,False,9.74
2978,1010,KEL007,2024-03-24,8,6.49,51.92,False,9.74
2979,1010,KEL007,2024-03-31,10,6.49,64.9,False,9.74
2980,1010,KEL007,2024-04-07,11,6.49,71.39,False,9.74
2981,1010,KEL007,2024-04-14,10,6.49,64.9,False,9.74
2982,1010,KEL007,2024-04-21,9,6.49,58.41,False,9.74
2983,1010,KEL007,2024-04-28,8,6.49,51.92,False,9.74
2984,1010,KEL007,2024-05-05,13,6.49,84.37,False,9.74
2985,1010,KEL007,2024-05-12,11,6.49,71.39,False,9.74
2986,1010,KEL007,2024-05-19,12,6.49,77.88,False,9.74
2987,1010,KEL007,2024-05-26,14,6.49,90.86,True,15.59
2988,1010,KEL007,2024-06-02,16,6.49,103.84,True,15.59
2989,1010,KEL007,2024-06-09,15,6.49,97.35,True,15.59
2990,1010,KEL007,2024-06-16,17,6.49,110.33,True,15.59
2991,1010,KEL007,2024-06-23,10,6.49,64.9,False,9.74
2992,1010,KEL007,2024-06-30,10,6.49,64.9,False,9.74
2993,1010,KEL008,2024-03-17,9,5.99,53.91,False,10.22
2994,1010,KEL008,2024-03-24,10,5.99,59.9,False,10.22
2995,1010,KEL008,2024-03-31,12,5.99,71.88,False,10.22
2996,1010,KEL008,2024-04-07,12,5.99,71.88,False,10.22
2997,1010,KEL008,2024-04-14,12,5.99,71.88,False,10.22
2998,1010,KEL008,2024-04-21,9,5.99,53.91,False,10.22
2999,1010,KEL008,2024-04-28,9,5.99,53.91,False,10.22
3000,1010,KEL008,2024-05-05,14,5.99,83.86,False,10.22
3001,1010,KEL008,2024-05-12,14,5.99,83.86,False,10.22
3002,1010,KEL008,2024-05-19,12,5.99,71.88,False,10.22
3003,1010,KEL008,2024-05-26,9,5.99,53.91,False,10.22
3004,1010,KEL008,2024-06-02,9,5.99,53.91,False,10.22
3005,1010,KEL008,2024-06-09,10,5.99,59.9,False,10.22
3006,1010,KEL008,2024-06-16,9,5.99,53.91,False,10.22
3007,1010,KEL008,2024-06-23,10,5.99,59.9,False,10.22
3008,1010,KEL008,2024-06-30,10,5.99,59.9,False,10.22
3009,1010,KEL009,2024-03-17,0,4.99,0.0,False,9.51
3010,1010,KEL009,2024-03-24,0,4.99,0.0,False,9.51
3011,1010,KEL009,2024-03-31,0,4.99,0.0,False,9.51
3012,1010,KEL009,2024-04-07,0,4.99,0.0,False,9.51
3013,1010,KEL009,2024-04-14,0,4.99,0.0,False,9.51
3014,1010,KEL009,2024-04-21,0,4.99,0.0,False,9.51
3015,1010,KEL009,2024-04-28,0,4.99,0.0,False,9.51
3016,1010,KEL009,2024-05-05,0,4.99,0.0,False,9.51
3017,1010,KEL009,2024-05-12,0,4.99,0.0,False,9.51
3018,1010,KEL009,2024-05-19,0,4.99,0.0,True,16.16
3019,1010,KEL009,2024-05-26,0,4.99,0.0,True,16.16
3020,1010,KEL009,2024-06-02,0,4.99,0.0,True,13.74
3021,1010,KEL009,2024-06-09,0,4.99,0.0,False,8.08
3022,1010,KEL009,2024-06-16,0,4.99,0.0,False,8.08
3023,1010,KEL009,2024-06-23,0,4.99,0.0,False,8.08
3024,1010,KEL009,2024-06-30,0,4.99,0.0,False,8.08
3025,1010,KEL010,2024-03-17,11,4.49,49.39,False,12.15
3026,1010,KEL010,2024-03-24,13,4.49,58.37,False,12.15
3027,1010,KEL010,2024-03-31,15,4.49,67.35,False,12.15
3028,1010,KEL010,2024-04-07,14,4.49,62.86,False,12.15
3029,1010,KEL010,2024-04-14,14,4.49,62.86,False,12.15
3030,1010,KEL010,2024-04-21,11,4.49,49.39,False,12.15
3031,1010,KEL010,2024-04-28,12,4.49,53.88,False,12.15
3032,1010,KEL010,2024-05-05,24,4.49,107.76,True,19.44
3033,1010,KEL010,2024-05-12,24,4.49,107.76,True,19.44
3034,1010,KEL010,2024-05-19,24,4.49,107.76,True,19.44
3035,1010,KEL010,2024-05-26,18,4.49,80.82,True,19.44
3036,1010,KEL010,2024-06-02,17,4.49,76.33,True,16.53
3037,1010,KEL010,2024-06-09,11,4.49,49.39,False,10.33
3038,1010,KEL010,2024-06-16,9,4.49,40.41,False,10.33
3039,1010,KEL010,2024-06-23,9,4.49,40.41,False,10.33
3040,1010,KEL010,2024-06-30,10,4.49,44.9,False,10.33
3041,1010,KEL011,2024-03-17,0,5.49,0.0,False,10.77
3042,1010,KEL011,2024-03-24,0,5.49,0.0,False,10.77
3043,1010,KEL011,2024-03-31,0,5.49,0.0,False,10.77
3044,1010,KEL011,2024-04-07,0,5.49,0.0,False,10.77
3045,1010,KEL011,2024-04-14,0,5.49,0.0,False,10.77
3046,1010,KEL011,2024-04-21,0,5.49,0.0,False,10.77
