opportunity_id,store_id,sku_id,issue_type,root_cause,opportunity_value,priority_score,detected_date
327,1010,KEL014,event_opportunity,near_Homegrown Festival W,8.94,6.26,2024-06-30
328,1010,KEL015,event_opportunity,near_Homegrown Festival W,1.57,1.1,2024-06-30
329,1010,KEL016,shelf_compliance,low_shelf_facings,13.78,10.33,2024-06-30
330,1010,KEL016,event_opportunity,near_Homegrown Festival W,13.78,9.65,2024-06-30
331,1010,KEL017,out_of_stock,product_oos,64.52,64.52,2024-06-30
332,1010,KEL017,shelf_compliance,low_shelf_facings,64.52,48.39,2024-06-30
333,1010,KEL017,event_opportunity,near_Homegrown Festival W,64.52,45.16,2024-06-30
334,1010,KEL018,event_opportunity,near_Homegrown Festival W,6.52,4.56,2024-06-30
335,1010,KEL019,out_of_stock,product_oos,35.91,35.91,2024-06-30
336,1010,KEL019,promotion_execution,missing_display,35.91,30.52,2024-06-30
337,1010,KEL019,event_opportunity,near_Homegrown Festival W,35.91,25.14,2024-06-30
338,1010,KEL020,out_of_stock,product_oos,65.15,65.15,2024-06-30
339,1010,KEL020,event_opportunity,near_Homegrown Festival W,65.15,45.61,2024-06-30
340,1011,KEL001,shelf_compliance,low_shelf_facings,13.51,10.13,2024-06-30
341,1011,KEL001,event_opportunity,near_Homegrown Festival W,13.51,9.46,2024-06-30
342,1011,KEL002,shelf_compliance,low_shelf_facings,5.81,4.36,2024-06-30
343,1011,KEL002,event_opportunity,near_Homegrown Festival W,5.81,4.07,2024-06-30
344,1011,KEL003,shelf_compliance,low_shelf_facings,13.37,10.03,2024-06-30
345,1011,KEL003,promotion_execution,missing_display,13.37,11.36,2024-06-30
346,1011,KEL003,event_opportunity,near_Homegrown Festival W,13.37,9.36,2024-06-30
347,1011,KEL004,event_opportunity,near_Homegrown Festival W,5.81,4.07,2024-06-30
348,1011,KEL005,event_opportunity,near_Homegrown Festival W,1.92,1.34,2024-06-30
349,1011,KEL006,shelf_compliance,low_shelf_facings,19.35,14.51,2024-06-30
350,1011,KEL006,promotion_execution,missing_display,19.35,16.45,2024-06-30
351,1011,KEL006,event_opportunity,near_Homegrown Festival W,19.35,13.54,2024-06-30
352,1011,KEL007,event_opportunity,near_Homegrown Festival W,0.0,0.0,2024-06-30
353,1011,KEL008,event_opportunity,near_Homegrown Festival W,5.81,4.07,2024-06-30
354,1011,KEL009,event_opportunity,near_Homegrown Festival W,17.32,12.12,2024-06-30
355,1011,KEL010,event_opportunity,near_Homegrown Festival W,0.31,0.22,2024-06-30
356,1011,KEL011,promotion_execution,missing_display,3.84,3.26,2024-06-30
357,1011,KEL011,event_opportunity,near_Homegrown Festival W,3.84,2.69,2024-06-30
358,1011,KEL012,event_opportunity,near_Homegrown Festival W,5.04,3.53,2024-06-30
359,1011,KEL013,event_opportunity,near_Homegrown Festival W,0.0,0.0,2024-06-30
360,1011,KEL014,event_opportunity,near_Homegrown Festival W,0.36,0.25,2024-06-30
361,1011,KEL015,event_opportunity,near_Homegrown Festival W,11.31,7.92,2024-06-30
362,1011,KEL016,shelf_compliance,low_shelf_facings,11.63,8.72,2024-06-30
363,1011,KEL016,promotion_execution,missing_display,11.63,9.89,2024-06-30
364,1011,KEL016,event_opportunity,near_Homegrown Festival W,11.63,8.14,2024-06-30
365,1011,KEL017,promotion_execution,missing_display,6.57,5.58,2024-06-30
366,1011,KEL017,event_opportunity,near_Homegrown Festival W,6.57,4.6,2024-06-30
367,1011,KEL018,promotion_execution,missing_display,1.94,1.65,2024-06-30
368,1011,KEL018,event_opportunity,near_Homegrown Festival W,1.94,1.36,2024-06-30
369,1011,KEL019,promotion_execution,missing_display,6.62,5.63,2024-06-30
370,1011,KEL019,event_opportunity,near_Homegrown Festival W,6.62,4.63,2024-06-30
371,1011,KEL020,shelf_compliance,low_shelf_facings,12.72,9.54,2024-06-30
372,1011,KEL020,promotion_execution,missing_display,12.72,10.81,2024-06-30
373,1011,KEL020,event_opportunity,near_Homegrown Festival W,12.72,8.9,2024-06-30
374,1012,KEL001,event_opportunity,near_ASB Classic Tennis A,11.25,7.87,2024-06-30
375,1012,KEL002,event_opportunity,near_ASB Classic Tennis A,3.23,2.26,2024-06-30
376,1012,KEL003,shelf_compliance,low_shelf_facings,9.35,7.01,2024-06-30
377,1012,KEL003,promotion_execution,missing_display,9.35,7.95,2024-06-30
378,1012,KEL003,event_opportunity,near_ASB Classic Tennis A,9.35,6.54,2024-06-30
379,1012,KEL004,event_opportunity,near_ASB Classic Tennis A,3.23,2.26,2024-06-30
380,1012,KEL005,event_opportunity,near_ASB Classic Tennis A,0.27,0.19,2024-06-30
381,1012,KEL006,shelf_compliance,low_shelf_facings,15.21,11.41,2024-06-30
382,1012,KEL006,event_opportunity,near_ASB Classic Tennis A,15.21,10.65,2024-06-30
383,1012,KEL007,event_opportunity,near_ASB Classic Tennis A,7.07,4.95,2024-06-30
384,1012,KEL008,promotion_execution,missing_display,5.69,4.84,2024-06-30
385,1012,KEL008,event_opportunity,near_ASB Classic Tennis A,5.69,3.98,2024-06-30
386,1012,KEL009,out_of_stock,product_oos,45.11,45.11,2024-06-30
387,1012,KEL009,event_opportunity,near_ASB Classic Tennis A,45.11,31.58,2024-06-30
388,1012,KEL010,event_opportunity,near_ASB Classic Tennis A,2.87,2.01,2024-06-30
389,1012,KEL011,event_opportunity,near_ASB Classic Tennis A,2.96,2.07,2024-06-30
390,1012,KEL012,event_opportunity,near_ASB Classic Tennis A,8.18,5.73,2024-06-30
391,1012,KEL013,out_of_stock,product_oos,48.58,48.58,2024-06-30
392,1012,KEL013,event_opportunity,near_ASB Classic Tennis A,48.58,34.01,2024-06-30
393,1012,KEL014,event_opportunity,near_ASB Classic Tennis A,10.51,7.36,2024-06-30
394,1012,KEL015,event_opportunity,near_ASB Classic Tennis A,4.67,3.27,2024-06-30
395,1012,KEL016,event_opportunity,near_ASB Classic Tennis A,4.13,2.89,2024-06-30
396,1012,KEL017,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
397,1012,KEL018,promotion_execution,missing_display,0.75,0.64,2024-06-30
398,1012,KEL018,event_opportunity,near_ASB Classic Tennis A,0.75,0.52,2024-06-30
399,1012,KEL019,promotion_execution,missing_display,6.13,5.21,2024-06-30
400,1012,KEL019,event_opportunity,near_ASB Classic Tennis A,6.13,4.29,2024-06-30
401,1012,KEL020,event_opportunity,near_ASB Classic Tennis A,4.82,3.37,2024-06-30
402,1013,KEL001,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
403,1013,KEL002,event_opportunity,near_Napier Art Deco Fest,4.49,3.14,2024-06-30
404,1013,KEL003,event_opportunity,near_Napier Art Deco Fest,1.49,1.04,2024-06-30
405,1013,KEL004,event_opportunity,near_Napier Art Deco Fest,4.49,3.14,2024-06-30
406,1013,KEL005,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
407,1013,KEL006,event_opportunity,near_Napier Art Deco Fest,4.49,3.14,2024-06-30
408,1013,KEL007,shelf_compliance,low_shelf_facings,4.02,3.01,2024-06-30
409,1013,KEL007,event_opportunity,near_Napier Art Deco Fest,4.02,2.81,2024-06-30
410,1013,KEL008,shelf_compliance,low_shelf_facings,1.74,1.3,2024-06-30
411,1013,KEL008,promotion_execution,missing_display,1.74,1.48,2024-06-30
412,1013,KEL008,event_opportunity,near_Napier Art Deco Fest,1.74,1.22,2024-06-30
413,1013,KEL009,shelf_compliance,low_shelf_facings,0.85,0.64,2024-06-30
414,1013,KEL009,promotion_execution,missing_display,0.85,0.72,2024-06-30
415,1013,KEL009,event_opportunity,near_Napier Art Deco Fest,0.85,0.59,2024-06-30
416,1013,KEL010,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
417,1013,KEL011,promotion_execution,missing_display,0.27,0.23,2024-06-30
418,1013,KEL011,event_opportunity,near_Napier Art Deco Fest,0.27,0.19,2024-06-30
419,1013,KEL012,event_opportunity,near_Napier Art Deco Fest,0.35,0.24,2024-06-30
420,1013,KEL013,shelf_compliance,low_shelf_facings,2.11,1.58,2024-06-30
421,1013,KEL013,event_opportunity,near_Napier Art Deco Fest,2.11,1.48,2024-06-30
422,1013,KEL014,promotion_execution,missing_display,2.78,2.36,2024-06-30
423,1013,KEL014,event_opportunity,near_Napier Art Deco Fest,2.78,1.95,2024-06-30
424,1013,KEL015,out_of_stock,product_oos,15.71,15.71,2024-06-30
425,1013,KEL015,event_opportunity,near_Napier Art Deco Fest,15.71,11.0,2024-06-30
426,1013,KEL016,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
427,1013,KEL017,event_opportunity,near_Napier Art Deco Fest,2.38,1.67,2024-06-30
428,1013,KEL018,out_of_stock,product_oos,8.85,8.85,2024-06-30
429,1013,KEL018,promotion_execution,missing_display,8.85,7.52,2024-06-30
430,1013,KEL018,event_opportunity,near_Napier Art Deco Fest,8.85,6.19,2024-06-30
431,1013,KEL019,shelf_compliance,low_shelf_facings,2.19,1.64,2024-06-30
432,1013,KEL019,promotion_execution,missing_display,2.19,1.86,2024-06-30
433,1013,KEL019,event_opportunity,near_Napier Art Deco Fest,2.19,1.53,2024-06-30
434,1013,KEL020,shelf_compliance,low_shelf_facings,0.63,0.47,2024-06-30
435,1013,KEL020,promotion_execution,missing_display,0.63,0.54,2024-06-30
436,1013,KEL020,event_opportunity,near_Napier Art Deco Fest,0.63,0.44,2024-06-30
437,1014,KEL001,event_opportunity,near_Rotorua Marathon,4.34,3.04,2024-06-30
438,1014,KEL002,event_opportunity,near_Rotorua Marathon,2.94,2.06,2024-06-30
439,1014,KEL003,event_opportunity,near_Rotorua Marathon,0.0,0.0,2024-06-30
440,1014,KEL004,event_opportunity,near_Rotorua Marathon,2.94,2.06,2024-06-30
441,1014,KEL005,event_opportunity,near_Rotorua Marathon,0.0,0.0,2024-06-30
442,1014,KEL006,shelf_compliance,low_shelf_facings,12.22,9.17,2024-06-30
443,1014,KEL006,event_opportunity,near_Rotorua Marathon,12.22,8.55,2024-06-30
444,1014,KEL007,out_of_stock,product_oos,33.94,33.94,2024-06-30
445,1014,KEL007,shelf_compliance,low_shelf_facings,33.94,25.45,2024-06-30
446,1014,KEL007,event_opportunity,near_Rotorua Marathon,33.94,23.76,2024-06-30
447,1014,KEL008,event_opportunity,near_Rotorua Marathon,0.0,0.0,2024-06-30
448,1014,KEL009,event_opportunity,near_Rotorua Marathon,1.05,0.73,2024-06-30
449,1014,KEL010,event_opportunity,near_Rotorua Marathon,0.0,0.0,2024-06-30
450,1014,KEL011,event_opportunity,near_Rotorua Marathon,7.58,5.31,2024-06-30
451,1014,KEL012,event_opportunity,near_Rotorua Marathon,7.88,5.52,2024-06-30
452,1014,KEL013,event_opportunity,near_Rotorua Marathon,3.68,2.58,2024-06-30
453,1014,KEL014,shelf_compliance,low_shelf_facings,4.58,3.44,2024-06-30
454,1014,KEL014,promotion_execution,missing_display,4.58,3.89,2024-06-30
455,1014,KEL014,event_opportunity,near_Rotorua Marathon,4.58,3.21,2024-06-30
456,1014,KEL015,event_opportunity,near_Rotorua Marathon,0.0,0.0,2024-06-30
457,1014,KEL016,event_opportunity,near_Rotorua Marathon,0.0,0.0,2024-06-30
458,1014,KEL017,event_opportunity,near_Rotorua Marathon,3.08,2.16,2024-06-30
459,1014,KEL018,out_of_stock,product_oos,17.64,17.64,2024-06-30
460,1014,KEL018,shelf_compliance,low_shelf_facings,17.64,13.23,2024-06-30
461,1014,KEL018,promotion_execution,missing_display,17.64,14.99,2024-06-30
462,1014,KEL018,event_opportunity,near_Rotorua Marathon,17.64,12.35,2024-06-30
463,1014,KEL019,shelf_compliance,low_shelf_facings,4.36,3.27,2024-06-30
464,1014,KEL019,promotion_execution,missing_display,4.36,3.71,2024-06-30
465,1014,KEL019,event_opportunity,near_Rotorua Marathon,4.36,3.05,2024-06-30
466,1014,KEL020,event_opportunity,near_Rotorua Marathon,0.07,0.05,2024-06-30
467,1015,KEL001,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
468,1015,KEL002,event_opportunity,near_ASB Classic Tennis A,2.46,1.72,2024-06-30
469,1015,KEL003,promotion_execution,missing_display,4.41,3.75,2024-06-30
470,1015,KEL003,event_opportunity,near_ASB Classic Tennis A,4.41,3.09,2024-06-30
471,1015,KEL004,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
472,1015,KEL005,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
473,1015,KEL006,event_opportunity,near_ASB Classic Tennis A,8.45,5.91,2024-06-30
474,1015,KEL007,event_opportunity,near_ASB Classic Tennis A,0.13,0.09,2024-06-30
475,1015,KEL008,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
476,1015,KEL009,promotion_execution,missing_display,3.24,2.75,2024-06-30
477,1015,KEL009,event_opportunity,near_ASB Classic Tennis A,3.24,2.27,2024-06-30
478,1015,KEL010,event_opportunity,near_ASB Classic Tennis A,2.25,1.57,2024-06-30
479,1015,KEL011,promotion_execution,missing_display,1.54,1.31,2024-06-30
480,1015,KEL011,event_opportunity,near_ASB Classic Tennis A,1.54,1.08,2024-06-30
481,1015,KEL012,event_opportunity,near_ASB Classic Tennis A,6.94,4.86,2024-06-30
482,1015,KEL013,event_opportunity,near_ASB Classic Tennis A,1.35,0.94,2024-06-30
483,1015,KEL014,event_opportunity,near_ASB Classic Tennis A,4.22,2.95,2024-06-30
484,1015,KEL015,event_opportunity,near_ASB Classic Tennis A,4.09,2.86,2024-06-30
485,1015,KEL016,event_opportunity,near_ASB Classic Tennis A,0.18,0.13,2024-06-30
486,1015,KEL017,shelf_compliance,low_shelf_facings,12.86,9.64,2024-06-30
487,1015,KEL017,promotion_execution,missing_display,12.86,10.93,2024-06-30
488,1015,KEL017,event_opportunity,near_ASB Classic Tennis A,12.86,9.0,2024-06-30
489,1015,KEL018,event_opportunity,near_ASB Classic Tennis A,2.54,1.78,2024-06-30
490,1015,KEL019,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
491,1015,KEL020,shelf_compliance,low_shelf_facings,2.73,2.05,2024-06-30
492,1015,KEL020,promotion_execution,missing_display,2.73,2.32,2024-06-30
493,1015,KEL020,event_opportunity,near_ASB Classic Tennis A,2.73,1.91,2024-06-30
494,1016,KEL001,event_opportunity,near_Nelson Jazz Festival,0.33,0.23,2024-06-30
495,1016,KEL002,shelf_compliance,low_shelf_facings,4.73,3.55,2024-06-30
496,1016,KEL002,promotion_execution,missing_display,4.73,4.02,2024-06-30
497,1016,KEL002,event_opportunity,near_Nelson Jazz Festival,4.73,3.31,2024-06-30
498,1016,KEL003,event_opportunity,near_Nelson Jazz Festival,0.0,0.0,2024-06-30
499,1016,KEL004,event_opportunity,near_Nelson Jazz Festival,0.0,0.0,2024-06-30
500,1016,KEL005,event_opportunity,near_Nelson Jazz Festival,0.33,0.23,2024-06-30
501,1016,KEL006,event_opportunity,near_Nelson Jazz Festival,0.0,0.0,2024-06-30
502,1016,KEL007,event_opportunity,near_Nelson Jazz Festival,0.0,0.0,2024-06-30
503,1016,KEL008,event_opportunity,near_Nelson Jazz Festival,4.49,3.14,2024-06-30
504,1016,KEL009,shelf_compliance,low_shelf_facings,7.24,5.43,2024-06-30
505,1016,KEL009,event_opportunity,near_Nelson Jazz Festival,7.24,5.07,2024-06-30
506,1016,KEL010,event_opportunity,near_Nelson Jazz Festival,3.64,2.55,2024-06-30
507,1016,KEL011,event_opportunity,near_Nelson Jazz Festival,0.82,0.57,2024-06-30
508,1016,KEL012,event_opportunity,near_Nelson Jazz Festival,0.0,0.0,2024-06-30
509,1016,KEL013,event_opportunity,near_Nelson Jazz Festival,4.89,3.42,2024-06-30
510,1016,KEL014,shelf_compliance,low_shelf_facings,4.0,3.0,2024-06-30
511,1016,KEL014,event_opportunity,near_Nelson Jazz Festival,4.0,2.8,2024-06-30
512,1016,KEL015,shelf_compliance,low_shelf_facings,5.39,4.04,2024-06-30
513,1016,KEL015,promotion_execution,missing_display,5.39,4.58,2024-06-30
514,1016,KEL015,event_opportunity,near_Nelson Jazz Festival,5.39,3.77,2024-06-30
515,1016,KEL016,shelf_compliance,low_shelf_facings,9.79,7.34,2024-06-30
516,1016,KEL016,promotion_execution,missing_display,9.79,8.32,2024-06-30
517,1016,KEL016,event_opportunity,near_Nelson Jazz Festival,9.79,6.85,2024-06-30
518,1016,KEL017,event_opportunity,near_Nelson Jazz Festival,0.77,0.54,2024-06-30
519,1016,KEL018,shelf_compliance,low_shelf_facings,0.54,0.41,2024-06-30
520,1016,KEL018,promotion_execution,missing_display,0.54,0.46,2024-06-30
521,1016,KEL018,event_opportunity,near_Nelson Jazz Festival,0.54,0.38,2024-06-30
522,1016,KEL019,event_opportunity,near_Nelson Jazz Festival,0.0,0.0,2024-06-30
523,1016,KEL020,event_opportunity,near_Nelson Jazz Festival,1.68,1.18,2024-06-30
524,1017,KEL001,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
525,1017,KEL002,event_opportunity,near_ASB Classic Tennis A,12.64,8.85,2024-06-30
526,1017,KEL003,out_of_stock,product_oos,35.57,35.57,2024-06-30
527,1017,KEL003,shelf_compliance,low_shelf_facings,35.57,26.68,2024-06-30
528,1017,KEL003,promotion_execution,missing_display,35.57,30.23,2024-06-30
529,1017,KEL003,event_opportunity,near_ASB Classic Tennis A,35.57,24.9,2024-06-30
530,1017,KEL004,event_opportunity,near_ASB Classic Tennis A,6.65,4.66,2024-06-30
531,1017,KEL005,out_of_stock,product_oos,56.33,56.33,2024-06-30
532,1017,KEL005,event_opportunity,near_ASB Classic Tennis A,56.33,39.43,2024-06-30
533,1017,KEL006,promotion_execution,missing_display,4.55,3.87,2024-06-30
534,1017,KEL006,event_opportunity,near_ASB Classic Tennis A,4.55,3.18,2024-06-30
535,1017,KEL007,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
536,1017,KEL008,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
537,1017,KEL009,event_opportunity,near_ASB Classic Tennis A,3.44,2.41,2024-06-30
538,1017,KEL010,promotion_execution,missing_display,3.73,3.17,2024-06-30
539,1017,KEL010,event_opportunity,near_ASB Classic Tennis A,3.73,2.61,2024-06-30
540,1017,KEL011,out_of_stock,product_oos,33.21,33.21,2024-06-30
541,1017,KEL011,shelf_compliance,low_shelf_facings,33.21,24.91,2024-06-30
542,1017,KEL011,promotion_execution,missing_display,33.21,28.23,2024-06-30
543,1017,KEL011,event_opportunity,near_ASB Classic Tennis A,33.21,23.25,2024-06-30
544,1017,KEL012,promotion_execution,missing_display,2.79,2.37,2024-06-30
545,1017,KEL012,event_opportunity,near_ASB Classic Tennis A,2.79,1.95,2024-06-30
546,1017,KEL013,promotion_execution,missing_display,6.38,5.42,2024-06-30
547,1017,KEL013,event_opportunity,near_ASB Classic Tennis A,6.38,4.47,2024-06-30
548,1017,KEL014,event_opportunity,near_ASB Classic Tennis A,5.75,4.02,2024-06-30
549,1017,KEL015,event_opportunity,near_ASB Classic Tennis A,5.25,3.67,2024-06-30
550,1017,KEL016,shelf_compliance,low_shelf_facings,9.11,6.83,2024-06-30
551,1017,KEL016,promotion_execution,missing_display,9.11,7.74,2024-06-30
552,1017,KEL016,event_opportunity,near_ASB Classic Tennis A,9.11,6.38,2024-06-30
553,1017,KEL017,out_of_stock,product_oos,40.75,40.75,2024-06-30
554,1017,KEL017,shelf_compliance,low_shelf_facings,40.75,30.56,2024-06-30
555,1017,KEL017,promotion_execution,missing_display,40.75,34.64,2024-06-30
556,1017,KEL017,event_opportunity,near_ASB Classic Tennis A,40.75,28.52,2024-06-30
557,1017,KEL018,out_of_stock,product_oos,26.07,26.07,2024-06-30
558,1017,KEL018,shelf_compliance,low_shelf_facings,26.07,19.55,2024-06-30
559,1017,KEL018,promotion_execution,missing_display,26.07,22.16,2024-06-30
560,1017,KEL018,event_opportunity,near_ASB Classic Tennis A,26.07,18.25,2024-06-30
561,1017,KEL019,shelf_compliance,low_shelf_facings,4.31,3.23,2024-06-30
562,1017,KEL019,event_opportunity,near_ASB Classic Tennis A,4.31,3.02,2024-06-30
563,1017,KEL020,event_opportunity,near_ASB Classic Tennis A,2.73,1.91,2024-06-30
564,1018,KEL001,shelf_compliance,low_shelf_facings,7.74,5.8,2024-06-30
565,1018,KEL001,event_opportunity,near_ASB Classic Tennis A,7.74,5.42,2024-06-30
566,1018,KEL002,out_of_stock,product_oos,35.1,35.1,2024-06-30
567,1018,KEL002,shelf_compliance,low_shelf_facings,35.1,26.33,2024-06-30
568,1018,KEL002,promotion_execution,missing_display,35.1,29.84,2024-06-30
569,1018,KEL002,event_opportunity,near_ASB Classic Tennis A,35.1,24.57,2024-06-30
570,1018,KEL003,shelf_compliance,low_shelf_facings,4.54,3.41,2024-06-30
571,1018,KEL003,event_opportunity,near_ASB Classic Tennis A,4.54,3.18,2024-06-30
572,1018,KEL004,promotion_execution,missing_display,5.15,4.38,2024-06-30
573,1018,KEL004,event_opportunity,near_ASB Classic Tennis A,5.15,3.6,2024-06-30
574,1018,KEL005,shelf_compliance,low_shelf_facings,6.48,4.86,2024-06-30
575,1018,KEL005,promotion_execution,missing_display,6.48,5.51,2024-06-30
576,1018,KEL005,event_opportunity,near_ASB Classic Tennis A,6.48,4.54,2024-06-30
577,1018,KEL006,shelf_compliance,low_shelf_facings,11.14,8.36,2024-06-30
578,1018,KEL006,promotion_execution,missing_display,11.14,9.47,2024-06-30
579,1018,KEL006,event_opportunity,near_ASB Classic Tennis A,11.14,7.8,2024-06-30
580,1018,KEL007,shelf_compliance,low_shelf_facings,10.32,7.74,2024-06-30
581,1018,KEL007,promotion_execution,missing_display,10.32,8.77,2024-06-30
582,1018,KEL007,event_opportunity,near_ASB Classic Tennis A,10.32,7.22,2024-06-30
583,1018,KEL008,shelf_compliance,low_shelf_facings,5.15,3.86,2024-06-30
584,1018,KEL008,promotion_execution,missing_display,5.15,4.38,2024-06-30
585,1018,KEL008,event_opportunity,near_ASB Classic Tennis A,5.15,3.6,2024-06-30
586,1018,KEL009,shelf_compliance,low_shelf_facings,8.33,6.25,2024-06-30
587,1018,KEL009,event_opportunity,near_ASB Classic Tennis A,8.33,5.83,2024-06-30
588,1018,KEL010,promotion_execution,missing_display,4.13,3.51,2024-06-30
589,1018,KEL010,event_opportunity,near_ASB Classic Tennis A,4.13,2.89,2024-06-30
590,1018,KEL011,event_opportunity,near_ASB Classic Tennis A,1.65,1.15,2024-06-30
591,1018,KEL012,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
592,1018,KEL013,promotion_execution,missing_display,5.93,5.04,2024-06-30
593,1018,KEL013,event_opportunity,near_ASB Classic Tennis A,5.93,4.15,2024-06-30
594,1018,KEL014,promotion_execution,missing_display,6.02,5.12,2024-06-30
595,1018,KEL014,event_opportunity,near_ASB Classic Tennis A,6.02,4.21,2024-06-30
596,1018,KEL015,shelf_compliance,low_shelf_facings,5.25,3.94,2024-06-30
597,1018,KEL015,event_opportunity,near_ASB Classic Tennis A,5.25,3.67,2024-06-30
598,1018,KEL016,event_opportunity,near_ASB Classic Tennis A,13.02,9.11,2024-06-30
599,1018,KEL017,shelf_compliance,low_shelf_facings,10.83,8.12,2024-06-30
600,1018,KEL017,promotion_execution,missing_display,10.83,9.21,2024-06-30
601,1018,KEL017,event_opportunity,near_ASB Classic Tennis A,10.83,7.58,2024-06-30
602,1018,KEL018,event_opportunity,near_ASB Classic Tennis A,3.2,2.24,2024-06-30
603,1018,KEL019,event_opportunity,near_ASB Classic Tennis A,2.27,1.59,2024-06-30
604,1018,KEL020,event_opportunity,near_ASB Classic Tennis A,2.87,2.01,2024-06-30
605,1019,KEL001,promotion_execution,missing_display,0.0,0.0,2024-06-30
606,1019,KEL001,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
607,1019,KEL002,out_of_stock,product_oos,30.49,30.49,2024-06-30
608,1019,KEL002,shelf_compliance,low_shelf_facings,30.49,22.87,2024-06-30
609,1019,KEL002,event_opportunity,near_Napier Art Deco Fest,30.49,21.34,2024-06-30
610,1019,KEL003,event_opportunity,near_Napier Art Deco Fest,0.84,0.59,2024-06-30
611,1019,KEL004,event_opportunity,near_Napier Art Deco Fest,0.54,0.38,2024-06-30
612,1019,KEL005,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
613,1019,KEL006,event_opportunity,near_Napier Art Deco Fest,0.54,0.38,2024-06-30
614,1019,KEL007,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
615,1019,KEL008,event_opportunity,near_Napier Art Deco Fest,0.54,0.38,2024-06-30
616,1019,KEL009,shelf_compliance,low_shelf_facings,5.14,3.85,2024-06-30
617,1019,KEL009,promotion_execution,missing_display,5.14,4.37,2024-06-30
618,1019,KEL009,event_opportunity,near_Napier Art Deco Fest,5.14,3.6,2024-06-30
619,1019,KEL010,event_opportunity,near_Napier Art Deco Fest,0.67,0.47,2024-06-30
620,1019,KEL011,promotion_execution,missing_display,0.0,0.0,2024-06-30
621,1019,KEL011,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
622,1019,KEL012,event_opportunity,near_Napier Art Deco Fest,3.44,2.41,2024-06-30
623,1019,KEL013,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
624,1019,KEL014,out_of_stock,product_oos,29.32,29.32,2024-06-30
625,1019,KEL014,event_opportunity,near_Napier Art Deco Fest,29.32,20.52,2024-06-30
626,1019,KEL015,event_opportunity,near_Napier Art Deco Fest,1.03,0.72,2024-06-30
627,1019,KEL016,shelf_compliance,low_shelf_facings,4.49,3.37,2024-06-30
628,1019,KEL016,event_opportunity,near_Napier Art Deco Fest,4.49,3.14,2024-06-30
629,1019,KEL017,event_opportunity,near_Napier Art Deco Fest,0.21,0.15,2024-06-30
630,1019,KEL018,event_opportunity,near_Napier Art Deco Fest,1.7,1.19,2024-06-30
631,1019,KEL019,shelf_compliance,low_shelf_facings,5.45,4.09,2024-06-30
632,1019,KEL019,promotion_execution,missing_display,5.45,4.63,2024-06-30
633,1019,KEL019,event_opportunity,near_Napier Art Deco Fest,5.45,3.81,2024-06-30
634,1019,KEL020,event_opportunity,near_Napier Art Deco Fest,0.0,0.0,2024-06-30
635,1020,KEL001,out_of_stock,product_oos,56.82,56.82,2024-06-30
636,1020,KEL001,shelf_compliance,low_shelf_facings,56.82,42.62,2024-06-30
637,1020,KEL001,event_opportunity,near_Homegrown Festival W,56.82,39.77,2024-06-30
638,1020,KEL002,event_opportunity,near_Homegrown Festival W,0.0,0.0,2024-06-30
639,1020,KEL003,event_opportunity,near_Homegrown Festival W,6.23,4.36,2024-06-30
640,1020,KEL004,out_of_stock,product_oos,58.82,58.82,2024-06-30
641,1020,KEL004,event_opportunity,near_Homegrown Festival W,58.82,41.17,2024-06-30
642,1020,KEL005,event_opportunity,near_Homegrown Festival W,12.9,9.03,2024-06-30
643,1020,KEL006,shelf_compliance,low_shelf_facings,13.12,9.84,2024-06-30
644,1020,KEL006,promotion_execution,missing_display,13.12,11.15,2024-06-30
645,1020,KEL006,event_opportunity,near_Homegrown Festival W,13.12,9.18,2024-06-30
646,1020,KEL007,event_opportunity,near_Homegrown Festival W,8.83,6.18,2024-06-30
647,1020,KEL008,out_of_stock,product_oos,58.82,58.82,2024-06-30
648,1020,KEL008,event_opportunity,near_Homegrown Festival W,58.82,41.17,2024-06-30
649,1020,KEL009,event_opportunity,near_Homegrown Festival W,1.6,1.12,2024-06-30
650,1020,KEL010,event_opportunity,near_Homegrown Festival W,4.18,2.93,2024-06-30
651,1020,KEL011,event_opportunity,near_Homegrown Festival W,0.0,0.0,2024-06-30
